"Word";"Freq"
"иди";5
"имя существительное";5
"к тому же";5
"коперниций";5
"лёгкие";5
"легче";5
"лобстер";5
"лыжи";5
"мебель";5
"медитация";5
"мерзнуть";5
"мертвый";5
"мироздание";5
"могу";5
"надежность";5
"надо же";5
"нас";5
"не за что";5
"обеспечение";5
"обижаться";5
"обманывать";5
"объединять";5
"одеваться";5
"одобрять";5
"одуматься";5
"отличить";5
"отношения";5
"оформить";5
"партнер";5
"писька";5
"побывать";5
"повезло";5
"подтверждать";5
"познавать";5
"полагаться";5
"полигон";5
"полноценный";5
"поступить";5
"пошёл";5
"предсказать";5
"приезжать";5
"причём";5
"пропускать";5
"разобраться";5
"самолет";5
"сапоги";5
"свободен";5
"смириться";5
"собой";5
"содержимое";5
"справляться";5
"спуститься";5
"стихи";5
"стоп";5
"субтитры";5
"то-то и оно";5
"точнее";5
"туфли";5
"увлекать";5
"увы";5
"удовлетворить";5
"указать";5
"упоминать";5
"учится";5
"ф";5
"фольга";5
"четко";5
"числительное";5
"я люблю тебя";5
"-aj-";4
"afisxe";4
"ajo";4
"alkutimigxi";4
"amas";4
"ame";4
"ankorau";4
"boni";4
"bonvenon";4
"branko";4
"bravo";4
"busko";4
"busxi";4
"cifro";4
"cirkaux";4
"cu";4
"damna";4
"de sur";4
"dekernisma";4
"destingi";4
"duon";4
"DVD";4
"efektivi";4
"eficienta";4
"ego";4
"elena";4
"elparolo";4
"ensaluti";4
"enterpreno";4
"epoke";4
"espera";4
"espo";4
"establita";4
"eto";4
"faru";4
"fiko";4
"folo";4
"geo";4
"gxin";4
"hato";4
"hauto";4
"havas";4
"hej";4
"hejto";4
"hor";4
"hostalo";4
"hu";4
"hura";4
"inkub";4
"intelectulo";4
"intencas";4
"irante";4
"iuj";4
"kaserno";4
"kiun";4
"kompo";4
"komprenas";4
"konatulo";4
"konsentite";4
"konsider";4
"kontento";4
"kreata";4
"kreskanta";4
"laudi";4
"lena";4
"lipharo";4
"malfermos";4
"man";4
"mis";4
"mucho";4
"nebo";4
"necesas";4
"nedankinde";4
"negero";4
"ope";4
"paci";4
"papilio`";4
"pardonu";4
"parkeri";4
"pen";4
"perilo";4
"pero";4
"perpleksi";4
"perplekso";4
"plur";4
"prin";4
"pu";4
"puri";4
"raumismo";4
"recevi";4
"refuzi";4
"renomi";4
"ret";4
"retro";4
"rifuti";4
"rondacxo";4
"scias";4
"scribi";4
"sekuri";4
"sensoifigxisensoifigxi";4
"somoso";4
"songo";4
"tagero";4
"tiuj";4
"trilitra";4
"tristi";4
"unuj";4
"vagadi";4
"vanto";4
"Ve";4
"ven";4
"авторитарный";4
"балбес";4
"благочинный";4
"будь";4
"в виду";4
"в связи";4
"вагина";4
"величественный";4
"вы&#769;тереть";4
"выходные";4
"гавно";4
"готов";4
"далекий";4
"держись";4
"дернуть";4
"детский сад";4
"дешево";4
"до встречи";4
"До свидания";4
"до свиданья";4
"доброе";4
"дорогая";4
"дрочить";4
"друг друга";4
"другое";4
"друзья";4
"дыши";4
"ещ";4
"жалоб а";4
"жесткий";4
"замерзнуть";4
"знаю";4
"зовут";4
"зубы";4
"идейно";4
"идёт";4
"извините";4
"калиграфия";4
"кроссовки";4
"кроссовок";4
"легкость";4
"Легкость";4
"ложить";4
"маловероятно";4
"медиа";4
"миссис";4
"нам";4
"настоятель";4
"насчет";4
"нахлебник";4
"наяву";4
"не только";4
"некоторое";4
"нечего";4
"ноты";4
"обстоятельства";4
"ого";4
"определенный";4
"орел";4
"осел";4
"откликаться";4
"перебои";4
"подбор";4
"подвергать";4
"подвергнуть";4
"поздравляю";4
"показания";4
"поминать";4
"понравиться";4
"посметь";4
"потрясающе";4
"приближаться";4
"приемная";4
"признаться";4
"притяжательный";4
"происходит";4
"пускай";4
"путевка";4
"разоблачать";4
"разрывать";4
"решил";4
"с днем рождения";4
"сама";4
"сговорчивый";4
"силы";4
"сиська";4
"сиськи";4
"скороговорка";4
"скромничать";4
"следует";4
"СМУЩЕЕНИЕ";4
"со";4
"согревать";4
"созыв";4
"сонный";4
"соображать";4
"специальная";4
"стерва";4
"существует";4
"тетя";4
"то-то";4
"то ли";4
"угостить";4
"удачи";4
"узнавать";4
"улыбающийся >";4
"уменьшительный";4
"усматриваем";4
"хлопья";4
"цифры";4
"шуруп";4
"этом";4
"эх";4
"!";3
"//";3
"_nepoto";3
"absento";3
"acxo";3
"adolesko";3
"ag";3
"agrablo";3
"akcept";3
"akompanata";3
"Aligxinto";3
"alkrocxita";3
"amanta";3
"amasi";3
"amindumo";3
"amor";3
"amorinda";3
"amuzajxo";3
"ani";3
"ankau";3
"ankora";3
"Anta";3
"antauxgxuante";3
"antigi";3
"apenau";3
"aperas";3
"Aperis";3
"aprob";3
"aran?o";3
"aroge";3
"asert";3
"atend";3
"Atingdato";3
"atribuita";3
"bestkapo";3
"Bonan  nokton";3
"braki";3
"bran?o";3
"brul";3
"bunti";3
"cazo";3
"cesi";3
"cin";3
"cino";3
"cxangxi";3
"cxargi";3
"cxi-foje";3
"cxirpo";3
"cxizo";3
"dank";3
"dauxras";3
"dauxros";3
"dbl";3
"de kie";3
"defini";3
"dejxno";3
"delo";3
"demisi";3
"desidi";3
"desperado";3
"despere";3
"destinita";3
"desur";3
"dezira";3
"di";3
"direkte";3
"diserto";3
"donu";3
"dsur";3
"ekmiri";3
"ekscelenca";3
"Ekstera";3
"ekzist";3
"ekzistas";3
"elcxerpajxo";3
"enkore";3
"ermi";3
"estonto";3
"ete";3
"facil";3
"fauko";3
"felicxi";3
"ferizi";3
"flancxo";3
"foj";3
"foresta";3
"fota";3
"fota lampo";3
"Frakasavenke";3
"frakasigxema";3
"frape";3
"fromajxo";3
"fusxo";3
"gagxi";3
"gazetero";3
"gijxeto";3
"gin";3
"gis";3
"glato";3
"graca";3
"gravas";3
"gruza";3
"gufujo";3
"gvidata";3
"gxoi";3
"gxoi";3
"gxojas";3
"harda";3
"hazard";3
"heimo";3
"hejm";3
"heli";3
"helo";3
"hero";3
"Honestdire";3
"humili";3
"inferno";3
"inta";3
"intensi";3
"iome";3
"iru";3
"itz";3
"iun";3
"Jhuropromesi";3
"juka";3
"juno";3
"jus";3
"jxusta";3
"kampoherboj";3
"kasiino";3
"kauri";3
"kaza";3
"kias";3
"kinofilmo";3
"Kio vere okazas";3
"klerigo";3
"kogno";3
"kol";3
"kompi";3
"kon";3
"konsentas";3
"kontra";3
"krak";3
"krudo";3
"kur";3
"kurbi";3
"kverela";3
"larko";3
"latsketi";3
"lekciisto";3
"lernisto";3
"lernu";3
"lf";3
"libri";3
"lokon";3
"ludisto";3
"majstro.com";3
"malfermegas";3
"malhezitema";3
"maltriviala";3
"mam";3
"manjo";3
"manlabori";3
"maturi";3
"medicinskatolo";3
"meditacio";3
"medite";3
"membri";3
"meri";3
"midzo";3
"minac";3
"misiri";3
"monsxuldo";3
"montoj";3
"movada";3
"muelo";3
"mumriko";3
"Nedankinde";3
"nfr";3
"niaepoke";3
"nitreno";3
"nure";3
"oble";3
"obtuzi";3
"ofendado";3
"oh";3
"oho";3
"okulharo";3
"or";3
"orient";3
"pacon";3
"pelata";3
"pelo";3
"pendo";3
"pensas";3
"perceptata";3
"perdu";3
"pigre";3
"plandi";3
"planeto";3
"plejagxa";3
"plejo";3
"pluro";3
"poenti";3
"poki";3
"posi";3
"postkuliso";3
"potence";3
"povis";3
"pra";3
"pripagi";3
"pritakso";3
"prohibo";3
"proksimi";3
"prospere";3
"provprojekto";3
"pruv";3
"rakontu";3
"rapid";3
"rare";3
"realizi";3
"relativo";3
"renverse";3
"Report";3
"responde";3
"rest";3
"revenas";3
"revis";3
"revoluzio";3
"rida";3
"rima";3
"rjytw";3
"salikoj";3
"saltu";3
"sciurido";3
"sene";3
"shajnigi";3
"shtuparo";3
"sinkomprenado";3
"sirnia";3
"situanta";3
"skribotablo";3
"Skribu";3
"soli";3
"son";3
"sore";3
"spicita";3
"standarto";3
"statas";3
"strate";3
"subteksto";3
"sumi";3
"svage";3
"svarme";3
"sxtoni";3
"tabelare";3
"tasxo";3
"tauxge";3
"tcxouko";3
"TEKSA";3
"telefonas";3
"teneri";3
"tiaj";3
"timu";3
"tipajxo";3
"tiumomente";3
"tohuvabohu";3
"tormenti";3
"tradoni";3
"transkreski";3
"triko";3
"trovadi";3
"turi";3
"tut";3
"ujkjdf";3
"unilaterala";3
"uxeesta";3
"vado";3
"vani";3
"vante";3
"varmumi";3
"vasto";3
"venis";3
"venu";3
"veta";3
"viglo";3
"vivbezoni";3
"voco";3
"volas";3
"yjvth";3
"анти";3
"балагодарить";3
"бежевый";3
"белые";3
"белье";3
"ботинки";3
"буби";3
"буду";3
"буржуй";3
"буркнуть";3
"было бы";3
"быть должным";3
"в виде";3
"в конце концов";3
"в одиночку";3
"в ответ";3
"в случае";3
"в том числе";3
"вдвоем";3
"веб";3
"верхняя одежда";3
"видеоролик";3
"вижу";3
"винительный";3
"виноват";3
"вкручивать";3
"владыко";3
"возвратившись";3
"воздушный шар";3
"вонючая";3
"воспал";3
"воспаление";3
"всё ещё";3
"всего хорошего";3
"встре&#769;титься";3
"гадюк";3
"говорил";3
"готово";3
"гремлин";3
"грибы";3
"девайс";3
"дед мороз";3
"дело в том";3
"добавил";3
"Досвидания";3
"думаю";3
"душевная";3
"ежик";3
"елка";3
"еще раз";3
"жалоб но";3
"женат";3
"жизни";3
"забыл";3
"заключенный";3
"заниматься спортом";3
"занятия";3
"здравствуй";3
"иду";3
"иметь место";3
"инжинер";3
"используя";3
"испуганно";3
"К сожалению";3
"к счастью";3
"как дела?";3
"какая";3
"какие";3
"карто&#769;фель";3
"карты";3
"качественно";3
"клен";3
"козак";3
"комментарий";3
"конец света";3
"котел";3
"кошелек";3
"красное";3
"кулинария";3
"лево";3
"лежит";3
"леший";3
"листья";3
"лифт";3
"лосось";3
"лыжах";3
"любимая";3
"мадам";3
"мама для мамонтёнка";3
"мёрзнуть";3
"мистер";3
"модный приговор выпуск последний фоото олимпийская чемпионка";3
"мои";3
"мысли";3
"мягкая";3
"нарисовать";3
"наручный";3
"нарушать";3
"нарушить";3
"наряду";3
"насекомые";3
"начинка";3
"не смотря";3
"небывалый";3
"невзгода";3
"недосол";3
"неё";3
"незамтено";3
"неизвестность";3
"нерадение";3
"ништяк";3
"новости";3
"обеспечить";3
"обидно";3
"облака";3
"обращаться на";3
"обращаться на > ()";3
"один из";3
"одногруппник";3
"оказать";3
"опечатка";3
"ополчение";3
"осанка";3
"осуществляться";3
"отказывать";3
"откликнуться";3
"откуда-то";3
"отмахнуться";3
"отображать";3
"отсюда";3
"охломон";3
"ощупь";3
"папоротник.";3
"паспорт";3
"пельмень";3
"переживания";3
"перчатки";3
"пес";3
"побеждать";3
"подвергаться";3
"подворье";3
"подождать";3
"подоконник";3
"подстаканник";3
"пожалеть";3
"покончить";3
"пологаться";3
"положиться";3
"полторы";3
"получилось";3
"поселок";3
"посиделки";3
"практиковаться";3
"предназначенный";3
"предназначить";3
"предстоять";3
"преклонный";3
"преодоление";3
"пресловутый";3
"приборы";3
"пригнуться";3
"придти";3
"присылать";3
"причем";3
"пришел";3
"пробки";3
"прогуливать";3
"продюсер";3
"продюссер";3
"проживать";3
"происходящее";3
"прок";3
"прописка";3
"просвет";3
"проспаться";3
"простите";3
"рабовладелец";3
"рабочие материалы большого русско-эсперантского словаря";3
"разветвляться";3
"раздавать";3
"разорение";3
"расположен";3
"расположиться";3
"рассмотреть";3
"режиссер";3
"рекомендательная";3
"рокер";3
"ронять";3
"русско-эсперантский";3
"саморазвитие";3
"сближать";3
"свекла";3
"свести";3
"сдавить";3
"силовик";3
"скорая";3
"слова";3
"смотря";3
"согласен";3
"сожалению";3
"соленый";3
"солнечно";3
"солнышко";3
"справочный";3
"ссать";3
"стоит";3
"сумашедший";3
"такая";3
"такое";3
"тапки";3
"тапок";3
"тезка";3
"темнеть";3
"титулярный советник";3
"тление";3
"точное";3
"трах";3
"тяготиться";3
"уверен";3
"уезжать";3
"улыбнуться";3
"умница";3
"уставиться";3
"утомлять";3
"учесть";3
"ущербный";3
"фарш";3
"фейхоа";3
"фигня";3
"фильм  классный мюзикал";3
"флешка";3
"фотографический";3
"хер";3
"хозяйка дома";3
"цедить";3
"чаще";3
"четкий";3
"швырнуть";3
"швырять";3
"шитье";3
"эмпатия";3
"эти";3
"этого";3
"ютиться";3
"я люблю";3
"я не мог не сказать тебе об этом";3
"ягоды";3
"яйца";3
"-agx-";2
"-ajx";2
"-ajx";2
"-oz";2
"\" onmouseover=\"alert&#40;Bug&#41;\" style=\"";2
"\">[removed]alert&#40;a&#41;;[removed]";2
"&#235;ж";2
"*omo";2
",ehz";2
",t;fnm";2
";t";2
"?ar";2
"?isostulo";2
"@";2
"[eltnm";2
"7";2
"abeo";2
"abikonuso";2
"Abruco";2
"acxegas";2
"acxego";2
"acxento";2
"acxetu";2
"adiaux";2
"Adiaux";2
"administrata";2
"adresa";2
"advico";2
"aerkondukilo";2
"afi";2
"afrakto";2
"agadi";2
"agasio";2
"agnoskita";2
"ah";2
"akcel";2
"akceptigi";2
"akceptita";2
"akceso";2
"akmee";2
"aknoza";2
"akri";2
"aktiva faktoro";2
"akusx";2
"aliaj";2
"alian";2
"alizei";2
"alkohollampo";2
"allah";2
"almena";2
"almena?";2
"almenau";2
"aloga";2
"altaj";2
"altosalto";2
"altruda";2
"altrudante";2
"altteknologia";2
"alud";2
"aludas";2
"aluzi";2
"alven";2
"alvoki?o";2
"amaro";2
"amba";2
"amnte";2
"analo";2
"analogia";2
"ando";2
"anka";2
"Ankaux al vi";2
"anki";2
"anstata";2
"anto";2
"aparten";2
"aparto";2
"apena";2
"aper";2
"apera";2
"aperis";2
"aperteco";2
"aplikado";2
"apudluna";2
"apudo";2
"aran";2
"arangxis";2
"arbar";2
"argo";2
"arkana";2
"arti";2
"asoci";2
"ASPIROJ";2
"atendita";2
"atenditajxo";2
"atendos";2
"Atentu";2
"atom";2
"atrakcia";2
"auguro";2
"automobilo";2
"auxskulo";2
"auxspicii";2
"auxtomaco";2
"auxtomobile";2
"aveturo";2
"avia";2
"avinjo";2
"ba";2
"balanco";2
"balda&#251;";2
"banani";2
"bar";2
"batalnto";2
"bazigi";2
"ben";2
"benzo";2
"bervalo";2
"best";2
"betulligna";2
"bien";2
"Bienauxto";2
"bilardsaketo";2
"bilevo";2
"blage";2
"Blankada";2
"Blankadavelounusola";2
"blankhara";2
"blindi";2
"blov";2
"bluko";2
"boido";2
"Bokoo";2
"Boku";2
"bon";2
"boneca";2
"bonsxanci";2
"bonveni";2
"Bonvenon";2
"boracido";2
"borema";2
"borgxo";2
"bovuko";2
"buchate";2
"bugrita";2
"bunte";2
"bur";2
"burerfloro";2
"buter";2
"ceesti";2
"cel";2
"cerko";2
"ces";2
"cfl";2
"Chebarila";2
"ciam";2
"cio";2
"cirkli";2
"cirkonference";2
"cit";2
"cit!";2
"civita";2
"ckj;ysq";2
"cnb[";2
"com";2
"cvjnhtnm";2
"cxambron";2
"cxastafekto";2
"cxef";2
"cxefrolanto";2
"cxervo";2
"cxevalojn";2
"cxiam refoje";2
"cxicxeroni";2
"cxicxeroni";2
"Cxion";2
"cxirkau";2
"cxirkauxirejo";2
"cxit";2
"cxit";2
"cxiurilate";2
"cодержание";2
"cодержимое";2
"cолома";2
"cтол";2
"cуета";2
"danke al";2
"Dankon";2
"Datre";2
"datumigxi";2
"dauxr";2
"dauxripova";2
"dct";2
"deale";2
"decidis";2
"dedicintaj";2
"dedicxita";2
"degne";2
"deino";2
"dekkvin";2
"dektri";2
"deligenta";2
"demandu";2
"demenca";2
"demensa";2
"demi";2
"demontri";2
"dependanto";2
"dermaptero";2
"desegnita";2
"dessendi";2
"destin";2
"detruebla";2
"devigite";2
"devis";2
"deviso";2
"devus";2
"deziras";2
"dfktn";2
"dilero";2
"dimensia";2
"Dion malfermos";2
"diras";2
"disblovo";2
"disergi";2
"dispeci";2
"disting";2
"distino";2
"disvasti";2
"diverso";2
"divid";2
"divini";2
"dizajni";2
"dokto";2
"dolor";2
"domaro";2
"Dominic";2
"Donaci";2
"dorloti.";2
"dormisto";2
"dorsokorbo";2
"dpukzl";2
"dron";2
"dudiurna";2
"dujarulo";2
"dungita";2
"duonakso";2
"ebri";2
"edzi";2
"eficia";2
"eficiento";2
"eficii";2
"eficio";2
"ek";2
"Ekde";2
"ekis";2
"ekkusxi";2
"eklernas";2
"eklumo";2
"ekonomi";2
"ekribelo";2
"eksili";2
"ekskludo";2
"eksomido";2
"eksplikita";2
"eksplodis";2
"eksteri";2
"eksterni";2
"ekstudo";2
"eky";2
"ekzakti";2
"Ekzemplo";2
"ekzerc";2
"el porto";2
"elde";2
"elegant";2
"elektromobilo";2
"eleno";2
"elliti";2
"elodori";2
"elpa";2
"elpansi";2
"elspzo";2
"eltena";2
"elvokajxo";2
"emeritighi";2
"eminente";2
"emiti";2
"empatio";2
"emrito";2
"en la";2
"endo";2
"enestajxo";2
"enesti";2
"engagi";2
"English french dictionary";2
"enkondukita";2
"enlitigxis";2
"enokulumis";2
"Ensxut";2
"envi";2
"eptk";2
"erarata";2
"ercosxildo";2
"es";2
"eska";2
"esmajne";2
"esprimebleco";2
"est";2
"establigo";2
"estimadi";2
"Estimataj";2
"estis";2
"estonte";2
"estos";2
"estrimi";2
"etatano";2
"etc";2
"etc.";2
"etnobelo";2
"evii";2
"evoluis";2
"ez";2
"facilo";2
"faino";2
"fakti";2
"falas";2
"falsidi";2
"fandfero";2
"fandofero";2
"fanfarono";2
"fanta";2
"faras";2
"faris";2
"farlingo";2
"farus";2
"fascinanta";2
"fati";2
"fatrasi";2
"favno";2
"fe";2
"feina";2
"Fek";2
"fekflano";2
"felice";2
"femino";2
"ferti";2
"fibrigo";2
"fida";2
"FIdelo";2
"fidulo";2
"figi";2
"filosofo";2
"fio";2
"fizika kulturo";2
"flagranta";2
"flasxdisko";2
"flasxkarto";2
"floraro";2
"foda";2
"foja";2
"foli";2
"Folio";2
"fonda";2
"fondita";2
"font";2
"forestas";2
"forgesu";2
"forkapto";2
"formul";2
"forti";2
"Fota";2
"fotovolta";2
"fra";2
"frambokolora";2
"framиo";2
"Francia";2
"franzi";2
"fraudo";2
"frazetvorto";2
"frendo";2
"fresxigilo";2
"fridi";2
"friponajho";2
"friza";2
"front";2
"fuliklo";2
"Funkolando";2
"furora";2
"fusxiri";2
"fusxo";2
"gajnas";2
"galino";2
"gape";2
"gapo";2
"garbi";2
"Gastame";2
"gastropodo";2
"gefamiliano";2
"Genovo";2
"gentitcndjdfnm";2
"gesamideano";2
"gesi";2
"geuxemo";2
"ghb,snm";2
"ghbdtn";2
"ghibulo";2
"ghjljk;tybt";2
"Gi";2
"Gis la";2
"Gis la revido";2
"gisi";2
"gisxeto";2
"giuxeto";2
"gjrf";2
"glaci";2
"gladumi";2
"glamura";2
"glekt";2
"glekti";2
"gluemarko";2
"gluetikedo";2
"goja";2
"goji";2
"GOLAZO";2
"gondolando";2
"gordo";2
"grande";2
"grata";2
"Gratulon";2
"grupi";2
"gum";2
"gxajo";2
"gxardo";2
"gxeesta";2
"gxema";2
"gxeme";2
"gxemelo";2
"gxen";2
"gxis-";2
"gxojan";2
"gxojig";2
"gxuis";2
"gxuu";2
"habas";2
"halta";2
"haroza";2
"harplekto";2
"harstara";2
"harstariga";2
"hauge";2
"hauxtigi";2
"hava";2
"havindajxo";2
"Hazarda";2
"he";2
"Hej";2
"hempotizo";2
"hiberni";2
"hiedaux";2
"hirthara";2
"hirti";2
"hodia";2
"hola";2
"home";2
"homoj";2
"hondi";2
"honorari";2
"hostelo";2
"hosto";2
"hostujo";2
"hoy";2
"humilo";2
"iaspeca";2
"ice";2
"icxo";2
"ideano";2
"idei";2
"iga";2
"iganta";2
"igo";2
"ilangilango";2
"ilin";2
"ilumino";2
"iluzi";2
"imformi";2
"impet";2
"impono";2
"imposicion";2
"impresoj";2
"indas";2
"indenteco";2
"indus";2
"infere";2
"iniciacio";2
"inicii";2
"inicio";2
"iniciti";2
"instrukti";2
"intem";2
"intema";2
"intenero";2
"interesigxa";2
"interfrapigxas";2
"interi";2
"internero";2
"intero";2
"interretperanto";2
"intersxangi";2
"interven";2
"intervuo";2
"invent";2
"invulto";2
"ir";2
"irizo";2
"iskra";2
"ivadi";2
"Jam";2
"jarfina";2
"jarigxo";2
"Jhuro";2
"jn";2
"jugxata";2
"jxeesta";2
"jxin";2
"jxogi";2
"jxoja";2
"jxonglo";2
"jxuris";2
"k.,jdm";2
"kabeo";2
"kadeno";2
"Kai";2
"kaip";2
"kalvi";2
"kamino";2
"kandidatighi";2
"kapovesto";2
"kapreoli";2
"karesnomo";2
"karga";2
"karni";2
"karoda";2
"katena";2
"katero";2
"kauzi";2
"Kaze";2
"kb";2
"Kiaj";2
"kiali";2
"kiel kutime";2
"kieno";2
"kinfilmo";2
"Kirilo";2
"kirla";2
"kirlovento";2
"kiuloke";2
"kj,";2
"kleri";2
"klumi";2
"koher";2
"kokobirdoj";2
"kokoformaj";2
"kolor";2
"Kolose";2
"kome";2
"komenculo";2
"komenkanto";2
"komeo";2
"komparu";2
"kompetento";2
"kompI";2
"kompilfonto";2
"kompilist";2
"kompilisto";2
"komplementi";2
"komplet";2
"komplote";2
"komprene";2
"komprenigilo";2
"komreni";2
"komsiito";2
"konceni";2
"konceptita";2
"koncern";2
"koncizo";2
"konj";2
"konjektis";2
"konkavo";2
"konsakrita";2
"konsent";2
"konsentu";2
"konsiderita";2
"konsil";2
"konsonato";2
"konstanti";2
"konstatebla";2
"konsternita";2
"kontrau";2
"kontrauxparalela";2
"kontrauxpolva";2
"kontraxue";2
"kontrol";2
"konven";2
"kopi";2
"kor";2
"Korekte";2
"korovo";2
"korte";2
"kotф";2
"kovradi";2
"kovranta";2
"krabi";2
"krakeneto";2
"kreanto";2
"kresk";2
"kretblanka";2
"kriple";2
"kruko";2
"kuatoro";2
"kunbicikli";2
"kunfari";2
"kunlegado";2
"kunlegi";2
"kunmetitaj";2
"kunsidantoj";2
"kunuzi";2
"kunvenon";2
"kura?igi";2
"kuragxig";2
"kurdi";2
"kurш";2
"kusxas";2
"kvasti";2
"kvazau";2
"kvidicxo";2
"laboras";2
"laco";2
"lagi";2
"lan";2
"lan?i";2
"lan?o";2
"lancxita";2
"laporo";2
"lasti";2
"lasto";2
"lat";2
"lau";2
"Lauvice";2
"lauxpete";2
"lauxpete";2
"lavosxtono";2
"leganta";2
"legas";2
"legatimo";2
"legis";2
"legxi";2
"leko";2
"lentoj";2
"lentuga";2
"lerti";2
"leterumi";2
"levajxon";2
"Liam";2
"liberi";2
"ligaro";2
"ligolo";2
"lingvemulo";2
"lipoproteido";2
"lira";2
"lite";2
"liten";2
"liti";2
"litotuko";2
"liverita";2
"log";2
"logio";2
"logxa";2
"logxas";2
"losto";2
"lovo";2
"ltdeirf";2
"lulo";2
"lumbulbo";2
"lumigxo";2
"magi";2
"magxori";2
"maklero";2
"makrkosmo";2
"malavantagxo";2
"malavantagxo";2
"malavari";2
"malavarigxo";2
"malcxeesta";2
"maldekstreco";2
